"Dates","Flow_cfs"
1928-06-01,9900
1928-06-02,9500
1928-06-03,9890
1928-06-04,9270
1928-06-05,9060
1928-06-06,9060
1928-06-07,8660
1928-06-08,8660
1928-06-09,8660
1928-06-10,8450
1928-06-11,8050
1928-06-12,8050
1928-06-13,8250
1928-06-14,8250
1928-06-15,8450
1928-06-16,8250
1928-06-17,8660
1928-06-18,8450
1928-06-19,8660
1928-06-20,9060
1928-06-21,9890
1928-06-22,10500
1928-06-23,11100
1928-06-24,12000
1928-06-25,12000
1928-06-26,12400
1928-06-27,12600
1928-06-28,12800
1928-06-29,12600
1928-06-30,12600
1928-07-01,12800
1928-07-02,12800
1928-07-03,12000
1928-07-04,11300
1928-07-05,11100
1928-07-06,11100
1928-07-07,11500
1928-07-08,12200
1928-07-09,11500
1928-07-10,12000
1928-07-11,12800
1928-07-12,13500
1928-07-13,13700
1928-07-14,14100
1928-07-15,14100
1928-07-16,13300
1928-07-17,12600
1928-07-18,12600
1928-07-19,12600
1928-07-20,12400
1928-07-21,12000
1928-07-22,12000
1928-07-23,12400
1928-07-24,12800
1928-07-25,13700
1928-07-26,14100
1928-07-27,14100
1928-07-28,13700
1928-07-29,13300
1928-07-30,12000
1928-07-31,11100
1928-08-01,10900
1928-08-02,11100
1928-08-03,11500
1928-08-04,11500
1928-08-05,11300
1928-08-06,11100
1928-08-07,11500
1928-08-08,11500
1928-08-09,11500
1928-08-10,11300
1928-08-11,11100
1928-08-12,10700
1928-08-13,10500
1928-08-14,10300
1928-08-15,10300
1928-08-16,10100
1928-08-17,10300
1928-08-18,10100
1928-08-19,10100
1928-08-20,9890
1928-08-21,10100
1928-08-22,10700
1928-08-23,11700
1928-08-24,11700
1928-08-25,12000
1928-08-26,12400
1928-08-27,12600
1928-08-28,12800
1928-08-29,13300
1928-08-30,14100
1928-08-31,14600
1928-09-01,14600
1928-09-02,14800
1928-09-03,14600
1928-09-04,14100
1928-09-05,14100
1928-09-06,14600
1928-09-07,14600
1928-09-08,14400
1928-09-09,13700
1928-09-10,13000
1928-09-11,12800
1928-09-12,12800
1928-09-13,12800
1928-09-14,13000
1928-09-15,13700
1928-09-16,14400
1928-09-17,15500
1928-09-18,17100
1928-09-19,18400
1928-09-20,20200
1928-09-21,20800
1928-09-22,21400
1928-09-23,21400
1928-09-24,20800
1928-09-25,20800
1928-09-26,20200
1928-09-27,19900
1928-09-28,19600
1928-09-29,19600
1928-09-30,19000
1928-10-01,18100
1928-10-02,17300
1928-10-03,16400
1928-10-04,16100
1928-10-05,16100
1928-10-06,15900
1928-10-07,15500
1928-10-08,15200
1928-10-09,15200
1928-10-10,15000
1928-10-11,15000
1928-10-12,15200
1928-10-13,15000
1928-10-14,15000
1928-10-15,15000
1928-10-16,14800
1928-10-17,15500
1928-10-18,16400
1928-10-19,17800
1928-10-20,19000
1928-10-21,20200
1928-10-22,20800
1928-10-23,21400
1928-10-24,22100
1928-10-25,22100
1928-10-26,22100
1928-10-27,22100
1928-10-28,21400
1928-10-29,20800
1928-10-30,20200
1928-10-31,19600
1928-11-01,19000
1928-11-02,18400
1928-11-03,17800
1928-11-04,17300
1928-11-05,16800
1928-11-06,15900
1928-11-07,15500
1928-11-08,15000
1928-11-09,14600
1928-11-10,14100
1928-11-11,13700
1928-11-12,13300
1928-11-13,12800
1928-11-14,13300
1928-11-15,13500
1928-11-16,13700
1928-11-17,13700
1928-11-18,13300
1928-11-19,13300
1928-11-20,12800
1928-11-21,12800
1928-11-22,12600
1928-11-23,12400
1928-11-24,12400
1928-11-25,12200
1928-11-26,12000
1928-11-27,11500
1928-11-28,10700
1928-11-29,10500
1928-11-30,10300
1928-12-01,10300
1928-12-02,10300
1928-12-03,9890
1928-12-04,9270
1928-12-05,8560
1928-12-06,8090
1928-12-07,8090
1928-12-08,7790
1928-12-09,7790
1928-12-10,7790
