"Dates","Flow_cfs"
1928-10-20,476
1928-10-21,500
1928-10-22,434
1928-10-23,458
1928-10-24,607
1928-10-25,911
1928-10-26,839
1928-10-27,686
1928-10-28,614
1928-10-29,621
1928-10-30,750
1928-10-31,734
1928-11-01,663
1928-11-02,628
1928-11-03,600
1928-11-04,600
1928-11-05,830
1928-11-06,1380
1928-11-07,1210
1928-11-08,1110
1928-11-09,1350
1928-11-10,1720
1928-11-11,1610
1928-11-12,1500
1928-11-13,1380
1928-11-14,1300
1928-11-15,1170
1928-11-16,1110
1928-11-17,1100
1928-11-18,1050
1928-11-19,3070
1928-11-20,9320
1928-11-21,6880
1928-11-22,4640
1928-11-23,3470
1928-11-24,2710
1928-11-25,2330
1928-11-26,2050
1928-11-27,1710
1928-11-28,1610
1928-11-29,1530
1928-11-30,12100
1928-12-01,34300
1928-12-02,12100
1928-12-03,6880
1928-12-04,4540
1928-12-05,3290
1928-12-06,2630
1928-12-07,2120
1928-12-08,1750
1928-12-09,1500
1928-12-10,1220
1928-12-11,992
1928-12-12,1050
1928-12-13,1030
1928-12-14,1110
1928-12-15,4640
1928-12-16,6420
1928-12-17,4740
1928-12-18,5510
1928-12-19,6650
1928-12-20,4740
1928-12-21,3560
1928-12-22,2560
1928-12-23,1980
1928-12-24,1730
1928-12-25,1490
1928-12-26,1290
1928-12-27,1210
1928-12-28,1230
1928-12-29,1160
1928-12-30,1160
1928-12-31,1160
1929-01-01,1070
1929-01-02,1940
1929-01-03,2560
1929-01-04,2330
1929-01-05,2190
1929-01-06,2850
1929-01-07,5070
1929-01-08,3470
1929-01-09,2870
1929-01-10,4180
1929-01-11,6650
1929-01-12,5290
1929-01-13,3840
1929-01-14,2480
1929-01-15,2190
1929-01-16,2120
1929-01-17,1890
1929-01-18,1880
1929-01-19,4410
1929-01-20,7120
1929-01-21,5400
1929-01-22,4640
1929-01-23,5290
1929-01-24,6420
1929-01-25,5960
1929-01-26,6650
1929-01-27,5730
1929-01-28,4330
1929-01-29,3290
1929-01-30,2190
1929-01-31,1730
1929-02-01,1430
1929-02-02,1160
1929-02-03,965
1929-02-04,920
1929-02-05,875
1929-02-06,920
1929-02-07,1860
1929-02-08,2790
1929-02-09,2790
1929-02-10,3040
1929-02-11,2710
1929-02-12,2260
1929-02-13,1890
1929-02-14,1720
1929-02-15,1420
1929-02-16,1300
1929-02-17,1170
1929-02-18,1010
1929-02-19,938
1929-02-20,1040
1929-02-21,1240
1929-02-22,1250
1929-02-23,1160
1929-02-24,1010
1929-02-25,1250
1929-02-26,7920
1929-02-27,17100
1929-02-28,17500
1929-03-01,15700
1929-03-02,9580
1929-03-03,6650
1929-03-04,6190
1929-03-05,15600
1929-03-06,23800
1929-03-07,15000
1929-03-08,9060
1929-03-09,6190
1929-03-10,4130
1929-03-11,3040
1929-03-12,2480
1929-03-13,2190
1929-03-14,4060
1929-03-15,8080
1929-03-16,5400
1929-03-17,4430
1929-03-18,3470
1929-03-19,3040
1929-03-20,2950
1929-03-21,2710
1929-03-22,2480
1929-03-23,3780
1929-03-24,9580
1929-03-25,7360
1929-03-26,5730
1929-03-27,5730
1929-03-28,4640
1929-03-29,3560
1929-03-30,2950
1929-03-31,2870
1929-04-01,2630
1929-04-02,2330
1929-04-03,1980
1929-04-04,1840
1929-04-05,2860
1929-04-06,4230
1929-04-07,3290
1929-04-08,2710
1929-04-09,2190
1929-04-10,1920
1929-04-11,1720
1929-04-12,1470
1929-04-13,1250
1929-04-14,1100
1929-04-15,1000
1929-04-16,1090
1929-04-17,3380
1929-04-18,4430
1929-04-19,4540
1929-04-20,5290
1929-04-21,5290
1929-04-22,7030
1929-04-23,7600
