"Dates","Flow_cfs"
1903-04-12,3350
1903-04-13,6790
1903-04-14,11100
1903-04-15,11400
1903-04-16,8020
1903-04-17,5870
1903-04-18,4750
1903-04-19,4230
1903-04-20,4350
1903-04-21,3720
1903-04-22,3350
1903-04-23,3090
1903-04-24,2840
1903-04-25,2590
1903-04-26,2340
1903-04-27,2220
1903-04-28,2100
1903-04-29,1990
1903-04-30,1880
1903-05-01,1780
1903-05-02,1680
1903-05-03,1580
1903-05-04,1490
1903-05-05,1490
1903-05-06,1780
1903-05-07,1880
1903-05-08,2220
1903-05-09,2460
1903-05-10,2340
1903-05-11,2220
1903-05-12,1990
1903-05-13,1990
1903-05-14,2100
1903-05-15,2720
1903-05-16,5870
1903-05-17,5210
1903-05-18,5050
1903-05-19,5370
1903-05-20,6790
1903-05-21,6790
1903-05-22,8670
1903-05-23,10400
1903-05-24,8020
1903-05-25,5700
1903-05-26,4610
1903-05-27,3980
1903-05-28,3470
1903-05-29,3470
1903-05-30,4480
1903-05-31,25800
1903-06-01,25300
1903-06-02,22100
1903-06-03,25000
1903-06-04,21500
1903-06-05,19100
1903-06-06,15100
1903-06-07,10200
1903-06-08,8450
1903-06-09,6600
1903-06-10,5370
1903-06-11,4610
1903-06-12,3980
1903-06-13,3470
1903-06-14,3220
1903-06-15,2970
1903-06-16,2720
1903-06-17,2460
1903-06-18,2340
1903-06-19,2220
1903-06-20,1990
1903-06-21,1880
1903-06-22,2720
1903-06-23,11400
1903-06-24,5530
1903-06-25,3980
1903-06-26,3220
1903-06-27,2720
1903-06-28,2460
1903-06-29,2340
1903-06-30,1990
1903-07-01,1880
1903-07-02,1680
1903-07-03,1580
1903-07-04,1490
1903-07-05,1400
1903-07-06,1320
1903-07-07,1250
1903-07-08,1250
1903-07-09,1180
1903-07-10,1110
1903-07-11,1110
1903-07-12,1110
1903-07-13,1110
1903-07-14,1110
1903-07-15,1110
1903-07-16,1110
1903-07-17,1110
1903-07-18,1050
1903-07-19,1050
1903-07-20,1050
1903-07-21,1050
1903-07-22,1050
1903-07-23,1050
1903-07-24,1250
1903-07-25,3220
1903-07-26,2590
1903-07-27,1880
1903-07-28,1580
1903-07-29,1320
1903-07-30,1320
1903-07-31,1180
1903-08-01,1110
1903-08-02,1320
1903-08-03,1050
1903-08-04,1110
1903-08-05,1050
1903-08-06,1050
1903-08-07,2590
1903-08-08,1780
1903-08-09,1490
1903-08-10,2840
1903-08-11,5530
1903-08-12,3220
1903-08-13,6410
1903-08-14,9540
1903-08-15,5210
1903-08-16,3720
1903-08-17,2840
1903-08-18,2220
1903-08-19,1880
1903-08-20,1680
1903-08-21,1680
1903-08-22,1400
1903-08-23,1250
1903-08-24,1180
1903-08-25,1110
1903-08-26,1050
1903-08-27,1050
1903-08-28,1000
1903-08-29,1000
1903-08-30,1000
1903-08-31,1000
1903-09-01,962
1903-09-02,962
1903-09-03,928
1903-09-04,928
1903-09-05,902
1903-09-06,902
1903-09-07,884
1903-09-08,884
1903-09-09,1050
1903-09-10,1490
1903-09-11,1320
1903-09-12,1250
1903-09-13,1180
1903-09-14,5700
1903-09-15,3720
1903-09-16,3470
1903-09-17,2970
1903-09-18,3470
1903-09-19,2590
1903-09-20,2220
1903-09-21,1990
1903-09-22,1680
1903-09-23,1490
1903-09-24,1320
1903-09-25,1250
1903-09-26,1180
1903-09-27,1110
1903-09-28,1050
1903-09-29,1050
1903-09-30,1000
1903-10-01,1000
1903-10-02,1000
1903-10-03,1000
1903-10-04,1180
1903-10-05,1110
1903-10-06,1110
1903-10-07,6980
1903-10-08,15900
1903-10-09,8020
1903-10-10,5370
1903-10-11,3850
1903-10-12,3090
1903-10-13,2590
1903-10-14,2220
1903-10-15,1990
1903-10-16,1780
1903-10-17,1680
1903-10-18,1580
1903-10-19,1490
1903-10-20,1400
1903-10-21,1320
1903-10-22,1250
1903-10-23,1180
1903-10-24,1110
1903-10-25,1050
1903-10-26,1000
1903-10-27,1000
1903-10-28,962
1903-10-29,962
1903-10-30,962
1903-10-31,962
1903-11-01,962
1903-11-02,962
1903-11-03,962
1903-11-04,1050
1903-11-05,1000
1903-11-06,962
1903-11-07,962
1903-11-08,928
1903-11-09,902
1903-11-10,902
1903-11-11,902
1903-11-12,902
1903-11-13,902
