"Dates","Flow_cfs"
1972-10-01,355
1972-10-02,340
1972-10-03,335
1972-10-04,320
1972-10-05,310
1972-10-06,330
1972-10-07,325
1972-10-08,325
1972-10-09,340
1972-10-10,360
1972-10-11,360
1972-10-12,360
1972-10-13,360
1972-10-14,360
1972-10-15,370
1972-10-16,376
1972-10-17,372
1972-10-18,364
1972-10-19,359
1972-10-20,349
1972-10-21,349
1972-10-22,356
1972-10-23,377
1972-10-24,378
1972-10-25,388
1972-10-26,402
1972-10-27,402
1972-10-28,390
1972-10-29,383
1972-10-30,396
1972-10-31,435
1972-11-01,435
1972-11-02,508
1972-11-03,548
1972-11-04,548
1972-11-05,540
1972-11-06,500
1972-11-07,487
1972-11-08,461
1972-11-09,516
1972-11-10,572
1972-11-11,604
1972-11-12,532
1972-11-13,580
1972-11-14,540
1972-11-15,540
1972-11-16,626
1972-11-17,589
1972-11-18,545
1972-11-19,525
1972-11-20,549
1972-11-21,591
1972-11-22,598
1972-11-23,642
1972-11-24,652
1972-11-25,695
1972-11-26,725
1972-11-27,807
1972-11-28,746
1972-11-29,661
1972-11-30,686
1972-12-01,723
1972-12-02,430
1972-12-03,270
1972-12-04,150
1972-12-05,82
1972-12-06,180
1972-12-07,320
1972-12-08,310
1972-12-09,300
1972-12-10,310
1972-12-11,320
1972-12-12,330
1972-12-13,340
1972-12-14,350
1972-12-15,370
1972-12-16,340
1972-12-17,340
1972-12-18,380
1972-12-19,410
1972-12-20,440
1972-12-21,450
1972-12-22,460
1972-12-23,450
1972-12-24,450
1972-12-25,420
1972-12-26,410
1972-12-27,480
1972-12-28,530
1972-12-29,600
1972-12-30,700
1972-12-31,620
1973-01-01,560
1973-01-02,580
1973-01-03,540
1973-01-04,520
1973-01-05,460
1973-01-06,440
1973-01-07,420
1973-01-08,390
1973-01-09,370
1973-01-10,340
1973-01-11,330
1973-01-12,320
1973-01-13,320
1973-01-14,320
1973-01-15,340
1973-01-16,380
1973-01-17,900
1973-01-18,1200
1973-01-19,1400
1973-01-20,1600
1973-01-21,1450
1973-01-22,1200
1973-01-23,960
1973-01-24,1000
1973-01-25,1050
1973-01-26,1100
1973-01-27,1000
1973-01-28,940
1973-01-29,900
1973-01-30,980
1973-01-31,1020
1973-02-01,980
1973-02-02,960
1973-02-03,920
1973-02-04,980
1973-02-05,1000
1973-02-06,920
1973-02-07,840
1973-02-08,800
1973-02-09,780
1973-02-10,800
1973-02-11,820
1973-02-12,820
1973-02-13,800
1973-02-14,600
1973-02-15,580
1973-02-16,580
1973-02-17,640
1973-02-18,720
1973-02-19,820
1973-02-20,980
1973-02-21,1200
1973-02-22,1500
1973-02-23,2500
1973-02-24,4600
1973-02-25,4400
1973-02-26,5200
1973-02-27,3200
1973-02-28,2300
1973-03-01,2000
1973-03-02,2300
1973-03-03,3200
1973-03-04,3900
1973-03-05,4500
1973-03-06,3900
1973-03-07,3520
1973-03-08,2480
1973-03-09,2000
1973-03-10,1700
1973-03-11,2480
1973-03-12,2760
1973-03-13,3000
1973-03-14,3440
1973-03-15,3500
1973-03-16,3510
1973-03-17,3020
1973-03-18,2900
1973-03-19,2480
1973-03-20,2280
1973-03-21,2040
1973-03-22,1840
1973-03-23,1810
1973-03-24,2500
1973-03-25,3310
1973-03-26,3660
1973-03-27,3530
1973-03-28,3120
1973-03-29,3200
1973-03-30,3370
1973-03-31,3210
1973-04-01,3860
1973-04-02,3930
1973-04-03,3490
1973-04-04,2880
1973-04-05,2330
1973-04-06,1880
1973-04-07,1420
1973-04-08,1190
1973-04-09,1010
1973-04-10,807
1973-04-11,891
1973-04-12,889
1973-04-13,860
1973-04-14,867
1973-04-15,1050
1973-04-16,1910
1973-04-17,3250
1973-04-18,2890
1973-04-19,2270
1973-04-20,1880
1973-04-21,1640
1973-04-22,1530
1973-04-23,1480
1973-04-24,1320
1973-04-25,1390
1973-04-26,1220
1973-04-27,947
1973-04-28,990
1973-04-29,1010
1973-04-30,1010
1973-05-01,1010
1973-05-02,1030
1973-05-03,1030
1973-05-04,1010
1973-05-05,1050
1973-05-06,1170
1973-05-07,1270
1973-05-08,1270
1973-05-09,1150
1973-05-10,1120
1973-05-11,1090
1973-05-12,979
1973-05-13,950
1973-05-14,850
1973-05-15,810
1973-05-16,799
1973-05-17,852
1973-05-18,812
1973-05-19,725
1973-05-20,690
1973-05-21,609
