"Dates","Flow_cfs"
1919-07-01,259
1919-07-02,265
1919-07-03,265
1919-07-04,268
1919-07-05,262
1919-07-06,252
1919-07-07,240
1919-07-08,234
1919-07-09,228
1919-07-10,228
1919-07-11,231
1919-07-12,237
1919-07-13,231
1919-07-14,237
1919-07-15,234
1919-07-16,217
1919-07-17,217
1919-07-18,214
1919-07-19,217
1919-07-20,217
1919-07-21,214
1919-07-22,211
1919-07-23,208
1919-07-24,206
1919-07-25,206
1919-07-26,206
1919-07-27,203
1919-07-28,206
1919-07-29,206
1919-07-30,206
1919-07-31,208
1919-08-01,211
1919-08-02,214
1919-08-03,243
1919-08-04,240
1919-08-05,223
1919-08-06,217
1919-08-07,208
1919-08-08,203
1919-08-09,200
1919-08-10,179
1919-08-11,176
1919-08-12,182
1919-08-13,174
1919-08-14,169
1919-08-15,172
1919-08-16,169
1919-08-17,169
1919-08-18,172
1919-08-19,174
1919-08-20,172
1919-08-21,162
1919-08-22,159
1919-08-23,157
1919-08-24,152
1919-08-25,150
1919-08-26,152
1919-08-27,150
1919-08-28,136
1919-08-29,130
1919-08-30,96
1919-08-31,86
1920-08-01,470
1920-08-02,466
1920-08-03,478
1920-08-04,498
1920-08-05,506
1920-08-06,510
1920-08-07,494
1920-08-08,490
1920-08-09,494
1920-08-10,486
1920-08-11,462
1920-08-12,454
1920-08-13,450
1920-08-14,442
1920-08-15,414
1920-08-16,406
1920-08-17,398
1920-08-18,394
1920-08-19,410
1920-08-20,410
1920-08-21,422
1920-08-22,414
1920-08-23,402
1920-08-24,390
1920-08-25,390
1920-08-26,418
1920-08-27,434
1920-08-28,430
1920-08-29,446
1920-08-30,402
1920-08-31,390
1920-09-01,382
1920-09-02,366
1920-09-03,336
1920-09-04,318
1920-09-05,322
1920-09-06,332
1920-09-07,332
1920-09-08,322
1920-09-09,322
1920-09-10,329
1920-09-11,322
1920-09-12,312
1920-09-13,304
1920-09-14,287
1920-09-15,262
1920-09-16,249
1920-09-17,301
1920-09-18,329
1920-09-19,322
1920-09-20,312
1920-09-21,308
1920-09-22,312
1920-09-23,332
1920-09-24,366
1920-09-25,394
1920-09-26,390
1920-09-27,358
1920-09-28,336
1920-09-29,322
1920-09-30,315
1920-10-01,301
1920-10-02,294
1920-10-03,287
1920-10-04,287
1920-10-05,280
1920-10-06,280
1920-10-07,284
1920-10-08,287
1920-10-09,287
1920-10-10,318
1920-10-11,470
1920-10-12,494
1920-10-13,478
1920-10-14,494
1920-10-15,462
1920-10-16,454
1920-10-17,446
1920-10-18,518
1920-10-19,610
1920-10-20,570
1920-10-21,550
1920-10-22,560
1920-10-23,546
1920-10-24,522
1920-10-25,494
1920-10-26,494
1920-10-27,494
1920-10-28,494
1920-10-29,510
1920-10-30,560
1920-10-31,580
1920-11-01,550
1920-11-02,526
1920-11-03,506
1920-11-04,482
1920-11-05,486
1920-11-06,502
1920-11-07,538
1920-11-08,530
1920-11-09,494
1920-11-10,462
1920-11-11,438
1920-11-12,438
1920-11-13,446
1920-11-14,450
1920-11-15,446
1920-11-16,446
1920-11-17,462
1920-11-18,502
1920-11-19,565
1920-11-20,635
1920-11-21,595
1920-11-22,498
1920-11-23,482
1920-11-24,458
1920-11-25,430
1920-11-26,430
1920-11-27,478
1920-11-28,426
1920-11-29,378
1920-11-30,374
1920-12-01,378
1920-12-02,418
1920-12-03,410
1920-12-04,382
1920-12-05,382
1920-12-06,350
1920-12-07,329
1920-12-08,378
1920-12-09,378
1920-12-10,370
1920-12-11,362
1920-12-12,358
1920-12-13,358
1920-12-14,374
1920-12-15,270
1920-12-16,270
1920-12-17,270
1920-12-18,372
1920-12-19,378
1920-12-20,370
1920-12-21,366
1920-12-22,350
1920-12-23,346
1920-12-24,318
1920-12-25,329
1920-12-26,350
1920-12-27,290
1920-12-28,318
1920-12-29,343
1920-12-30,374
1920-12-31,406
1921-01-01,374
1921-01-02,386
1921-01-03,462
1921-01-04,506
1921-01-05,462
1921-01-06,450
1921-01-07,418
1921-01-08,360
1921-01-09,250
1921-01-10,250
1921-01-11,250
1921-01-12,250
1921-01-13,250
1921-01-14,250
1921-01-15,322
1921-01-16,346
1921-01-17,378
1921-01-18,426
1921-01-19,610
1921-01-20,506
1921-01-21,462
1921-01-22,402
1921-01-23,382
1921-01-24,402
1921-01-25,402
1921-01-26,394
1921-01-27,390
1921-01-28,414
1921-01-29,378
1921-01-30,340
1921-01-31,362
1921-02-01,378
1921-02-02,346
1921-02-03,386
1921-02-04,398
1921-02-05,374
1921-02-06,370
1921-02-07,390
1921-02-08,390
1921-02-09,390
1921-02-10,390
1921-02-11,390
1921-02-12,390
1921-02-13,390
1921-02-14,510
1921-02-15,590
1921-02-16,490
1921-02-17,430
1921-02-18,422
1921-02-19,438
1921-02-20,462
1921-02-21,494
1921-02-22,438
1921-02-23,422
1921-02-24,438
1921-02-25,442
1921-02-26,450
1921-02-27,486
1921-02-28,522
1921-03-01,595
1921-03-02,710
1921-03-03,892
1921-03-04,1170
1921-03-05,1550
1921-03-06,1550
1921-03-07,1300
1921-03-08,1140
1921-03-09,990
1921-03-10,978
1921-03-11,1030
1921-03-12,1090
1921-03-13,1250
1921-03-14,1650
1921-03-15,1610
1921-03-16,1600
1921-03-17,1770
1921-03-18,2160
1921-03-19,2540
1921-03-20,1980
1921-03-21,1570
1921-03-22,1430
1921-03-23,1530
1921-03-24,1420
1921-03-25,1350
1921-03-26,1230
1921-03-27,1110
1921-03-28,1090
1921-03-29,1110
1921-03-30,1120
1921-03-31,1150
1921-04-01,1290
1921-04-02,1530
1921-04-03,1960
1921-04-04,2460
1921-04-05,2560
1921-04-06,2190
1921-04-07,1820
1921-04-08,1710
1921-04-09,1590
1921-04-10,1570
1921-04-11,1670
1921-04-12,1870
1921-04-13,2180
1921-04-14,2500
1921-04-15,2460
1921-04-16,2150
1921-04-17,1990
1921-04-18,1970
1921-04-19,2120
1921-04-20,2230
1921-04-21,2160
1921-04-22,2050
1921-04-23,2330
1921-04-24,2370
1921-04-25,2070
1921-04-26,1930
1921-04-27,1820
1921-04-28,2170
1921-04-29,2160
1921-04-30,2130
1921-05-01,2310
1921-05-02,2810
1921-05-03,3270
1921-05-04,3670
1921-05-05,4130
