"Dates","Flow_cfs"
1928-10-01,470
1928-10-02,500
1928-10-03,530
1928-10-04,540
1928-10-05,590
1928-10-06,488
1928-10-07,304
1928-10-08,476
1928-10-09,543
1928-10-10,518
1928-10-11,516
1928-10-12,481
1928-10-13,435
1928-10-14,313
1928-10-15,560
1928-10-16,664
1928-10-17,630
1928-10-18,889
1928-10-19,3680
1928-10-20,1910
1928-10-21,1420
1928-10-22,1110
1928-10-23,972
1928-10-24,1000
1928-10-25,1280
1928-10-26,1080
1928-10-27,914
1928-10-28,772
1928-10-29,904
1928-10-30,884
1928-10-31,846
1928-11-01,624
1928-11-02,624
1928-11-03,606
1928-11-04,1140
1928-11-05,1240
1928-11-06,1020
1928-11-07,1020
1928-11-08,1010
1928-11-09,986
1928-11-10,720
1928-11-11,745
1928-11-12,745
1928-11-13,956
1928-11-14,946
1928-11-15,653
1928-11-16,638
1928-11-17,479
1928-11-18,1080
1928-11-19,1770
1928-11-20,4920
1928-11-21,3100
1928-11-22,1930
1928-11-23,1580
1928-11-24,1320
1928-11-25,1140
1928-11-26,1200
1928-11-27,966
1928-11-28,924
1928-11-29,800
1928-11-30,924
1928-12-01,874
1928-12-02,919
1928-12-03,1060
1928-12-04,1120
1928-12-05,1010
1928-12-06,1150
1928-12-07,972
1928-12-08,919
1928-12-09,858
1928-12-10,780
1928-12-11,720
1928-12-12,690
1928-12-13,770
1928-12-14,690
1928-12-15,556
1928-12-16,434
1928-12-17,851
1928-12-18,3640
1928-12-19,3720
1928-12-20,2050
1928-12-21,1530
1928-12-22,1010
1928-12-23,630
1928-12-24,790
1928-12-25,908
1928-12-26,959
1928-12-27,988
1928-12-28,944
1928-12-29,888
1928-12-30,867
1928-12-31,719
1929-01-01,630
1929-01-02,540
1929-01-03,550
1929-01-04,570
1929-01-05,540
1929-01-06,480
1929-01-07,680
1929-01-08,1180
1929-01-09,1100
1929-01-10,800
1929-01-11,600
1929-01-12,460
1929-01-13,420
1929-01-14,1000
1929-01-15,1000
1929-01-16,1150
1929-01-17,1400
1929-01-18,470
1929-01-19,4500
1929-01-20,5590
1929-01-21,1750
1929-01-22,1100
1929-01-23,1000
1929-01-24,950
1929-01-25,920
1929-01-26,890
1929-01-27,990
1929-01-28,1150
1929-01-29,980
1929-01-30,840
1929-01-31,730
1929-02-01,700
1929-02-02,600
1929-02-03,450
1929-02-04,850
1929-02-05,880
1929-02-06,910
1929-02-07,650
1929-02-08,590
1929-02-09,500
1929-02-10,420
1929-02-11,790
1929-02-12,680
1929-02-13,700
1929-02-14,680
1929-02-15,600
1929-02-16,500
1929-02-17,410
1929-02-18,500
1929-02-19,610
1929-02-20,670
1929-02-21,810
1929-02-22,800
1929-02-23,750
1929-02-24,650
1929-02-25,660
1929-02-26,700
1929-02-27,680
1929-02-28,580
1929-03-01,480
1929-03-02,480
1929-03-03,370
1929-03-04,500
1929-03-05,500
1929-03-06,620
1929-03-07,1280
1929-03-08,1500
1929-03-09,1350
1929-03-10,1650
1929-03-11,1900
1929-03-12,1100
1929-03-13,1230
1929-03-14,4000
1929-03-15,7400
1929-03-16,12300
1929-03-17,17700
1929-03-18,6830
1929-03-19,4420
1929-03-20,6510
1929-03-21,6670
1929-03-22,6510
1929-03-23,11600
1929-03-24,13000
1929-03-25,6040
1929-03-26,5450
1929-03-27,5050
1929-03-28,4550
1929-03-29,3970
1929-03-30,3580
1929-03-31,3880
1929-04-01,4420
1929-04-02,5590
1929-04-03,4420
1929-04-04,4060
1929-04-05,4550
1929-04-06,9220
1929-04-07,10200
1929-04-08,9420
1929-04-09,9020
1929-04-10,5590
1929-04-11,4420
1929-04-12,3880
1929-04-13,3680
1929-04-14,3320
1929-04-15,3000
1929-04-16,3210
1929-04-17,4290
1929-04-18,4920
1929-04-19,4800
1929-04-20,4290
1929-04-21,4920
1929-04-22,5180
1929-04-23,5450
1929-04-24,4920
1929-04-25,5590
1929-04-26,10900
1929-04-27,9420
1929-04-28,5740
1929-04-29,8060
1929-04-30,6190
1929-05-01,4680
1929-05-02,4680
1929-05-03,6510
1929-05-04,6040
1929-05-05,5050
1929-05-06,6040
1929-05-07,5890
1929-05-08,5450
1929-05-09,4420
1929-05-10,3790
1929-05-11,3000
1929-05-12,2800
1929-05-13,2710
1929-05-14,2200
1929-05-15,5050
1929-05-16,4800
1929-05-17,4140
1929-05-18,2900
1929-05-19,2710
1929-05-20,4550
1929-05-21,3320
1929-05-22,2710
1929-05-23,2200
1929-05-24,1910
1929-05-25,1980
1929-05-26,1700
1929-05-27,1520
1929-05-28,1400
1929-05-29,1260
1929-05-30,1110
1929-05-31,1010
1929-06-01,896
1929-06-02,756
1929-06-03,850
1929-06-04,610
1929-06-05,698
1929-06-06,707
1929-06-07,976
1929-06-08,835
1929-06-09,662
1929-06-10,682
1929-06-11,678
1929-06-12,648
1929-06-13,652
1929-06-14,638
1929-06-15,680
1929-06-16,1060
1929-06-17,828
1929-06-18,679
1929-06-19,584
1929-06-20,801
1929-06-21,724
1929-06-22,818
1929-06-23,1450
1929-06-24,3210
1929-06-25,3100
1929-06-26,3790
1929-06-27,2050
1929-06-28,1260
1929-06-29,1580
1929-06-30,2280
1929-07-01,2360
1929-07-02,1640
1929-07-03,1100
1929-07-04,845
